Unnamed: 0,Bucket Range,Records,Records (%),High Risk Ratio,Low Risk Ratio,WoE,col_name
3,['PRESTIGE' '3*STAR' 'NEW CUST' '5*STAR'],"2,140,508",9.64,5.83,94.17,0.267975233390338,CST_PFT_ARPU_BAND_mode
4,['Unknown' 'DORMANT'],"17,563,442",79.11,7.93,92.07,-0.062811053029339,CST_PFT_ARPU_BAND_mode
5,Missing,0,0.0,0.0,0.0,0.0,CST_PFT_ARPU_BAND_mode
Totals, ,"22,202,406",100.0,7.49,92.51, ,CST_PFT_ARPU_BAND_mode
1,['None'],"78,510",0.35,0.4,99.6,2.99380833466728,CST_PFT_ARPU_SEG_mode
2,['EMIRATI BRONZE' 'UNIDENTIFIED'],"37,681",0.17,2.14,97.86,1.310248634584199,CST_PFT_ARPU_SEG_mode
3,['PRESTIGE BY MGMT'],"93,061",0.42,2.27,97.73,1.2474697318996617,CST_PFT_ARPU_SEG_mode
4,['BRONZE' 'VVVIP'],"396,990",1.79,3.46,96.54,0.8155087991964978,CST_PFT_ARPU_SEG_mode
5,['GOLD_SPECIAL_NEEDS'],"29,395",0.13,3.92,96.08,0.6842176904444157,CST_PFT_ARPU_SEG_mode
6,['EMIRATI GOLD'],"915,671",4.12,5.7,94.3,0.2924654188249782,CST_PFT_ARPU_SEG_mode
7,['PRESTIGE PLATINUM'],"2,085,808",9.39,5.85,94.15,0.2646555880164389,CST_PFT_ARPU_SEG_mode
8,['PRESTIGE Ana Emirati'],"806,671",3.63,6.06,93.94,0.2267268990237334,CST_PFT_ARPU_SEG_mode
9,['EMIRATI SILVER' 'EMIRATI WELCOME'],"3,675,655",16.56,6.43,93.57,0.1640736185924205,CST_PFT_ARPU_SEG_mode
10,['PRESTIGE SOLITAIRE'],"291,629",1.31,6.95,93.05,0.0808179124181767,CST_PFT_ARPU_SEG_mode
11,['SILVER'],"9,159,261",41.25,7.5,92.5,-0.0019565405258945,CST_PFT_ARPU_SEG_mode
12,['GOLD'],"2,248,589",10.13,9.7,90.3,-0.2828068012354023,CST_PFT_ARPU_SEG_mode
13,['WELCOME' 'YOUTH'],"2,383,485",10.74,10.89,89.11,-0.4124687927362185,CST_PFT_ARPU_SEG_mode
14,Missing,0,0.0,0.0,0.0,0.0,CST_PFT_ARPU_SEG_mode
Totals, ,"22,202,406",100.0,7.49,92.51, ,CST_PFT_ARPU_SEG_mode
1,['CONSUMER'],"22,202,406",100.0,7.49,92.51,0.0,CST_SEG_TP_mode
2,Missing,0,0.0,0.0,0.0,0.0,CST_SEG_TP_mode
Totals, ,"22,202,406",100.0,7.49,92.51, ,CST_SEG_TP_mode
1,['Diamond' 'Unknown' 'Platinum' 'Gold'],"22,202,406",100.0,7.49,92.51,0.0,CST_VAL_SEG_mode
2,Missing,0,0.0,0.0,0.0,0.0,CST_VAL_SEG_mode
Totals, ,"22,202,406",100.0,7.49,92.51, ,CST_VAL_SEG_mode
1,"(-inf, 226.71)","15,030,736",67.7,8.99,91.01,-0.1997393628105928,DPD_avg
2,"[226.71, 256.58)","53,997",0.24,7.81,92.19,-0.0457359777406991,DPD_avg
3,"[256.58, 287.83)","43,702",0.2,4.94,95.06,0.4423714420421207,DPD_avg
4,"[287.83, 316.55)","32,608",0.15,2.72,97.28,1.0638234749427022,DPD_avg
5,"[316.55, 347.25)","29,110",0.13,1.6,98.4,1.6042883420854626,DPD_avg
6,"[347.25, inf)","78,322",0.35,0.76,99.24,2.353103315104563,DPD_avg
7,Missing,"6,933,931",31.23,4.36,95.64,0.5743759846476508,DPD_avg
Totals, ,"22,202,406",100.0,7.49,92.51, ,DPD_avg
1,"(-inf, 22670.83)","15,071,360",67.88,8.98,91.02,-0.197845422834284,DPD_norm
2,"[22670.83, 25641.67)","45,628",0.21,8.06,91.94,-0.0798202317034957,DPD_norm
3,"[25641.67, 28783.33)","36,168",0.16,5.2,94.8,0.3898595826812405,DPD_norm
4,"[28783.33, 31775.00)","27,723",0.12,2.63,97.37,1.0960630180555562,DPD_norm
5,"[31775.00, inf)","87,596",0.39,0.82,99.18,2.275963633200928,DPD_norm
6,Missing,"6,933,931",31.23,4.36,95.64,0.5743759846476508,DPD_norm
Totals, ,"22,202,406",100.0,7.49,92.51, ,DPD_norm
1,"(-inf, inf)","22,202,406",100.0,7.49,92.51,0.0,dunning1_count
2,Missing,0,0.0,0.0,0.0,0.0,dunning1_count
Totals, ,"22,202,406",100.0,7.49,92.51, ,dunning1_count
1,"(-inf, inf)","22,202,406",100.0,7.49,92.51,0.0,dunning1_norm
2,Missing,0,0.0,0.0,0.0,0.0,dunning1_norm
Totals, ,"22,202,406",100.0,7.49,92.51, ,dunning1_norm
1,"(-inf, inf)","22,202,406",100.0,7.49,92.51,0.0,dunning2_count
2,Missing,0,0.0,0.0,0.0,0.0,dunning2_count
Totals, ,"22,202,406",100.0,7.49,92.51, ,dunning2_count
1,"(-inf, inf)","22,202,406",100.0,7.49,92.51,0.0,dunning2_norm
2,Missing,0,0.0,0.0,0.0,0.0,dunning2_norm
Totals, ,"22,202,406",100.0,7.49,92.51, ,dunning2_norm
1,"(-inf, inf)","22,202,406",100.0,7.49,92.51,0.0,ELIFE_Acc_norm
2,Missing,0,0.0,0.0,0.0,0.0,ELIFE_Acc_norm
Totals, ,"22,202,406",100.0,7.49,92.51, ,ELIFE_Acc_norm
1,"(-inf, inf)","22,202,406",100.0,7.49,92.51,0.0,Fixed_lines_count
2,Missing,0,0.0,0.0,0.0,0.0,Fixed_lines_count
Totals, ,"22,202,406",100.0,7.49,92.51, ,Fixed_lines_count
1,"(-inf, inf)","22,202,406",100.0,7.49,92.51,0.0,Fixed_lines_norm
2,Missing,0,0.0,0.0,0.0,0.0,Fixed_lines_norm
Totals, ,"22,202,406",100.0,7.49,92.51, ,Fixed_lines_norm
1,"(-inf, inf)","22,202,406",100.0,7.49,92.51,0.0,FNP_portin_count
2,Missing,0,0.0,0.0,0.0,0.0,FNP_portin_count
Totals, ,"22,202,406",100.0,7.49,92.51, ,FNP_portin_count
1,"(-inf, inf)","22,202,406",100.0,7.49,92.51,0.0,FNP_portin_norm
2,Missing,0,0.0,0.0,0.0,0.0,FNP_portin_norm
Totals, ,"22,202,406",100.0,7.49,92.51, ,FNP_portin_norm
1,"(-inf, inf)","22,202,406",100.0,7.49,92.51,0.0,FNP_portout_count
2,Missing,0,0.0,0.0,0.0,0.0,FNP_portout_count
Totals, ,"22,202,406",100.0,7.49,92.51, ,FNP_portout_count
1,"(-inf, inf)","22,202,406",100.0,7.49,92.51,0.0,FNP_portout_norm
2,Missing,0,0.0,0.0,0.0,0.0,FNP_portout_norm
Totals, ,"22,202,406",100.0,7.49,92.51, ,FNP_portout_norm
1,"(-inf, inf)","22,202,406",100.0,7.49,92.51,0.0,Fraud_flg_Y_norm
2,Missing,0,0.0,0.0,0.0,0.0,Fraud_flg_Y_norm
Totals, ,"22,202,406",100.0,7.49,92.51, ,Fraud_flg_Y_norm
1,"(-inf, inf)","22,202,406",100.0,7.49,92.51,0.0,FULL_PAYMENTS_PERCENTAGE
2,Missing,0,0.0,0.0,0.0,0.0,FULL_PAYMENTS_PERCENTAGE
Totals, ,"22,202,406",100.0,7.49,92.51, ,FULL_PAYMENTS_PERCENTAGE
1,['None'],"2,712,175",12.22,3.07,96.93,0.936696568798646,GEN
2,['Female' 'Unknown'],"5,288,608",23.82,6.71,93.29,0.1182892686176657,GEN
3,['Male'],"14,201,623",63.96,8.62,91.38,-0.1532275166150833,GEN
4,Missing,0,0.0,0.0,0.0,0.0,GEN
Totals, ,"22,202,406",100.0,7.49,92.51, ,GEN
1,"(-inf, 0.50)","20,205,927",91.01,8.02,91.98,-0.0740870380413256,Good_ending_count
2,"[0.50, inf)","1,996,479",8.99,2.13,97.87,1.314759551068645,Good_ending_count
3,Missing,0,0.0,0.0,0.0,0.0,Good_ending_count
Totals, ,"22,202,406",100.0,7.49,92.51, ,Good_ending_count
1,"(-inf, 27.92)","20,316,549",91.51,8.02,91.98,-0.0747511989831282,Good_ending_norm
2,"[27.92, 44.95)","151,278",0.68,6.79,93.21,0.1051553958009687,Good_ending_norm
3,"[44.95, 65.69)","424,573",1.91,4.93,95.07,0.4453732947499245,Good_ending_norm
4,"[65.69, 77.50)","30,613",0.14,4.52,95.48,0.5359582100001137,Good_ending_norm
5,"[77.50, inf)","1,279,393",5.76,0.0,100.0,8.551923098663444,Good_ending_norm
6,Missing,0,0.0,0.0,0.0,0.0,Good_ending_norm
Totals, ,"22,202,406",100.0,7.49,92.51, ,Good_ending_norm
1,"(-inf, 0.12)","13,287,768",59.85,0.48,99.52,2.828936392682917,MISD_PMTS_LST_6_M_avg
2,"[0.12, 0.20)","22,724",0.1,6.83,93.17,0.0996016009636751,MISD_PMTS_LST_6_M_avg
3,"[0.20, 0.21)","30,597",0.14,7.18,92.82,0.0450710518489647,MISD_PMTS_LST_6_M_avg
4,"[0.21, 0.26)","66,124",0.3,7.75,92.25,-0.0374983543438798,MISD_PMTS_LST_6_M_avg
5,"[0.26, 0.36)","171,213",0.77,8.56,91.44,-0.1450578480723638,MISD_PMTS_LST_6_M_avg
6,"[0.36, 0.53)","528,570",2.38,9.47,90.53,-0.2569690532640027,MISD_PMTS_LST_6_M_avg
7,"[0.53, 1.06)","2,433,806",10.96,11.62,88.38,-0.4849461946901505,MISD_PMTS_LST_6_M_avg
8,"[1.06, 2.06)","1,770,334",7.97,18.46,81.54,-1.02890423053406,MISD_PMTS_LST_6_M_avg
9,"[2.06, 2.52)","260,490",1.17,21.29,78.71,-1.206914287353826,MISD_PMTS_LST_6_M_avg
10,"[2.52, 3.09)","955,211",4.3,21.56,78.44,-1.2229322710873674,MISD_PMTS_LST_6_M_avg
11,"[3.09, 4.15)","898,406",4.05,24.87,75.13,-1.4087297302984705,MISD_PMTS_LST_6_M_avg
12,"[4.15, inf)","946,883",4.26,25.89,74.11,-1.462371941657483,MISD_PMTS_LST_6_M_avg
13,Missing,"830,280",3.74,22.38,77.62,-1.27072966575509,MISD_PMTS_LST_6_M_avg
Totals, ,"22,202,406",100.0,7.49,92.51, ,MISD_PMTS_LST_6_M_avg
1,"(-inf, inf)","22,202,406",100.0,7.49,92.51,0.0,MNP_PORT_IN_0_count
2,Missing,0,0.0,0.0,0.0,0.0,MNP_PORT_IN_0_count
Totals, ,"22,202,406",100.0,7.49,92.51, ,MNP_PORT_IN_0_count
1,"(-inf, inf)","22,202,406",100.0,7.49,92.51,0.0,MNP_PORT_IN_0_norm
2,Missing,0,0.0,0.0,0.0,0.0,MNP_PORT_IN_0_norm
Totals, ,"22,202,406",100.0,7.49,92.51, ,MNP_PORT_IN_0_norm
1,"(-inf, inf)","22,202,406",100.0,7.49,92.51,0.0,MNP_PORT_IN_1_count
2,Missing,0,0.0,0.0,0.0,0.0,MNP_PORT_IN_1_count
Totals, ,"22,202,406",100.0,7.49,92.51, ,MNP_PORT_IN_1_count
1,"(-inf, inf)","22,202,406",100.0,7.49,92.51,0.0,MNP_PORT_IN_1_norm
2,Missing,0,0.0,0.0,0.0,0.0,MNP_PORT_IN_1_norm
Totals, ,"22,202,406",100.0,7.49,92.51, ,MNP_PORT_IN_1_norm
1,"(-inf, inf)","22,202,406",100.0,7.49,92.51,0.0,MNP_PORT_OUT_0_count
2,Missing,0,0.0,0.0,0.0,0.0,MNP_PORT_OUT_0_count
Totals, ,"22,202,406",100.0,7.49,92.51, ,MNP_PORT_OUT_0_count
1,"(-inf, inf)","22,202,406",100.0,7.49,92.51,0.0,MNP_PORT_OUT_0_norm
2,Missing,0,0.0,0.0,0.0,0.0,MNP_PORT_OUT_0_norm
Totals, ,"22,202,406",100.0,7.49,92.51, ,MNP_PORT_OUT_0_norm
1,"(-inf, inf)","22,202,406",100.0,7.49,92.51,0.0,MNP_PORT_OUT_1_count
2,Missing,0,0.0,0.0,0.0,0.0,MNP_PORT_OUT_1_count
Totals, ,"22,202,406",100.0,7.49,92.51, ,MNP_PORT_OUT_1_count
1,"(-inf, inf)","22,202,406",100.0,7.49,92.51,0.0,MNP_PORT_OUT_1_norm
2,Missing,0,0.0,0.0,0.0,0.0,MNP_PORT_OUT_1_norm
Totals, ,"22,202,406",100.0,7.49,92.51, ,MNP_PORT_OUT_1_norm
1,"(-inf, 1.50)","16,037,141",72.23,6.94,93.06,0.0820018278831051,Mobile_lines_count
2,"[1.50, 2.50)","3,893,630",17.54,8.2,91.8,-0.0988540788783591,Mobile_lines_count
3,"[2.50, 3.50)","1,267,936",5.71,9.61,90.39,-0.2731078714084844,Mobile_lines_count
4,"[3.50, 4.50)","534,658",2.41,10.38,89.62,-0.358437180850939,Mobile_lines_count
5,"[4.50, inf)","469,041",2.11,11.27,88.73,-0.4509438193180082,Mobile_lines_count
6,Missing,0,0.0,0.0,0.0,0.0,Mobile_lines_count
Totals, ,"22,202,406",100.0,7.49,92.51, ,Mobile_lines_count
1,"(-inf, inf)","22,202,406",100.0,7.49,92.51,0.0,Mobile_lines_norm
2,Missing,0,0.0,0.0,0.0,0.0,Mobile_lines_norm
Totals, ,"22,202,406",100.0,7.49,92.51, ,Mobile_lines_norm
1,"['TUVALU' 'Korea North' 'Unknown' 'Laos' 'Holy See (Vatican)' 'San Marino'
 'Korea South' 'Costa Rica' 'Barbados' 'New Zealand' 'Suriname']","45,411",0.2,2.24,97.76,1.26403546288026,NAT_TP_mode
2,"['Croatia' 'Guatemala' 'Tonga' 'South Korea, Republic of' 'Andorra'
 'Singapore' 'Greece' 'South Africa' 'Canada' 'Serbia' 'Czech Republic']","355,899",1.6,3.38,96.62,0.8398370883041677,NAT_TP_mode
3,['Mauritius' 'United Kingdom' 'Australia' 'Ireland' 'Portugal'],"581,664",2.62,3.6,96.4,0.7726489789733879,NAT_TP_mode
4,"['Slovakia' 'Brunei Darussalam' 'Spain' 'Malta' 'Lebanon' 'Japan'
 'Paraguay' 'Luxembourg' 'Hungary']","507,979",2.29,4.17,95.83,0.6204701340620309,NAT_TP_mode
5,"['Finland' 'Trinidad and Tobago' 'Romania' 'Latvia' 'Bulgaria' 'Denmark'
 'Malaysia' 'Seychelles' 'Norway' 'Bosnia and Herzegovina' 'Brazil'
 'Uruguay' 'Austria' 'Germany']","212,321",0.96,4.54,95.46,0.5322478472249657,NAT_TP_mode
6,['Peru' 'Colombia' 'United States of America' 'Armenia' 'Poland' 'Chile'],"260,497",1.17,4.83,95.17,0.4655082970575663,NAT_TP_mode
7,"['Lithuania' 'Saint Lucia' 'Sweden' 'Netherlands' 'Palestinian Territory'
 'Bolivia' 'Honduras' 'Palestine, State of' 'Macedonia' 'Belgium'
 'Liechtenstein' 'France' 'El Salvador' 'Italy' 'Mexico' 'Jordan'
 'Slovenia' 'Ecuador']","1,393,695",6.28,5.29,94.71,0.3701956915909825,NAT_TP_mode
8,"['Hong Kong' 'Jamaica' 'Moldova' 'India' 'Namibia' 'Botswana'
 'United Arab Emirates' 'Switzerland' 'Estonia' 'Belize' 'Belarus'
 'Guyana' 'Antigua and Barbuda' 'Argentina']","10,476,551",47.19,5.92,94.08,0.2511944574335221,NAT_TP_mode
9,"['Venezuela' 'Turkey' 'Cyprus' 'Comoros' 'Saint Kitts and Nevis'
 'Dominica' 'Indonesia']","282,521",1.27,6.45,93.55,0.1597568802107658,NAT_TP_mode
10,"['Ukraine' 'Grenada' 'Bahrain' 'Iceland' 'Solomon Islands' 'Philippines'
 'Fiji' 'Iraq']","1,436,042",6.47,7.17,92.83,0.046735284889702,NAT_TP_mode
11,['Yemen' 'Dominican Republic'],"294,477",1.33,7.55,92.45,-0.0093474802403794,NAT_TP_mode
12,"['Tanzania' 'Mozambique' 'Syrian Arab Republic'
 'Lao Peoples Democratic Republic']","865,478",3.9,8.17,91.83,-0.0949314508633119,NAT_TP_mode
13,"['Bahamas' 'Panama' 'Iran' 'Taiwan' 'Bhutan' 'Somalia'
 'Russian Federation' 'Mongolia' 'Oman']","504,870",2.27,8.86,91.14,-0.1830936054777003,NAT_TP_mode
14,['Cuba' 'Azerbaijan' 'Tunisia' 'Egypt' 'Albania' 'Georgia' 'Sri Lanka'],"1,654,751",7.45,9.21,90.79,-0.2253763597575195,NAT_TP_mode
15,"['Zambia' 'China' 'Kuwait' 'Kazakstan' 'Thailand' 'Kosovo' 'Montenegro'
 'Netherlands Antilles']","192,455",0.87,9.98,90.02,-0.3148338369319017,NAT_TP_mode
16,"['Vanuatu' 'Kyrgyzstan' 'Eritrea' 'Serbia and Montenegro' 'Kenya'
 'Iran, Islamic Republic of']","158,930",0.72,11.21,88.79,-0.4443115690084158,NAT_TP_mode
17,['LIBYA' 'Myanmar' 'Morocco'],"218,468",0.98,11.8,88.2,-0.5026640349604996,NAT_TP_mode
18,['Afghanistan' 'Zimbabwe' 'Papua New Guinea' 'Israel' 'Sudan' 'Uzbekistan'],"531,838",2.4,12.51,87.49,-0.5691100002783,NAT_TP_mode
19,['Gabon' 'Saudi Arabia' 'Nicaragua' 'Algeria'],"136,787",0.62,13.28,86.72,-0.6379704286255057,NAT_TP_mode
20,"['Qatar' 'Madagascar' 'Lesotho' 'Equatorial Guinea' 'Turkmenistan'
 'Djibouti' 'Vietnam' 'Cape Verde' 'Maldives' 'Pakistan' 'Cambodia'
 'Bangladesh']","1,796,190",8.09,15.04,84.96,-0.7826753805358222,NAT_TP_mode
21,['Angola' 'Ethiopia' 'Tajikistan'],"85,149",0.38,16.66,83.34,-0.9044068297485356,NAT_TP_mode
22,"['Central African Republic' 'Burkina Faso' 'Nepal' 'MACAU' 'Senegal'
 'Swaziland' 'Malawi']","84,063",0.38,17.71,82.29,-0.9778964013819652,NAT_TP_mode
23,"['Mauritania' 'Mali' 'Nigeria' 'Congo' 'Rep. of Niger'
 'St Vincent and Grenadines' 'Rwanda']","60,239",0.27,20.27,79.73,-1.1446755928989814,NAT_TP_mode
24,"['Burundi' 'Chad' 'Benin' 'Cote dlvoire' 'South Sudan' 'Gambia' ' Libya'
 'Democratic Rep. of Congo' 'Guinea' 'Ghana' 'Cameroon']","37,309",0.17,28.65,71.35,-1.6019087784313657,NAT_TP_mode
25,"['Uganda' 'Republic of Equatorial Guinea' 'Haiti' 'Togo' 'Sierra Leone'
 'Guinea-Bissau' 'Liberia' 'Monaco' 'Timor-Leste' 'Sao Tome and Principe']","28,822",0.13,34.18,65.82,-1.858886775418856,NAT_TP_mode
26,Missing,0,0.0,0.0,0.0,0.0,NAT_TP_mode
Totals, ,"22,202,406",100.0,7.49,92.51, ,NAT_TP_mode
1,"(-inf, -0.00)","519,370",2.34,0.37,99.63,3.094987578582929,OS_TO_PMNT_RATIO_avg
2,"[-0.00, 6.26)","243,845",1.1,0.59,99.41,2.616643309158568,OS_TO_PMNT_RATIO_avg
3,"[6.26, 16.30)","91,822",0.41,0.79,99.21,2.3137372097325715,OS_TO_PMNT_RATIO_avg
4,"[16.30, 47.49)","548,920",2.47,1.21,98.79,1.8904289327573836,OS_TO_PMNT_RATIO_avg
5,"[47.49, 48.75)","50,202",0.23,1.42,98.58,1.728648384125071,OS_TO_PMNT_RATIO_avg
6,"[48.75, 49.41)","32,725",0.15,1.57,98.43,1.6216400417457857,OS_TO_PMNT_RATIO_avg
7,"[49.41, 62.01)","597,518",2.69,1.74,98.26,1.5188033613065253,OS_TO_PMNT_RATIO_avg
8,"[62.01, 63.85)","90,362",0.41,1.98,98.02,1.3873748608075296,OS_TO_PMNT_RATIO_avg
9,"[63.85, 65.11)","66,477",0.3,2.22,97.78,1.2694567627201758,OS_TO_PMNT_RATIO_avg
10,"[65.11, 66.47)","77,078",0.35,2.4,97.6,1.190005479741016,OS_TO_PMNT_RATIO_avg
11,"[66.47, 72.04)","372,111",1.68,2.47,97.53,1.1605059624829512,OS_TO_PMNT_RATIO_avg
12,"[72.04, 73.21)","90,646",0.41,2.66,97.34,1.085310797479201,OS_TO_PMNT_RATIO_avg
13,"[73.21, 99.95)","6,305,177",28.4,2.72,97.28,1.0623276185656811,OS_TO_PMNT_RATIO_avg
14,"[99.95, 99.97)","32,772",0.15,3.46,96.54,0.8134693708672414,OS_TO_PMNT_RATIO_avg
15,"[99.97, 100.00)","41,135",0.19,4.08,95.92,0.6427624489708079,OS_TO_PMNT_RATIO_avg
16,"[100.00, 364.94)","12,572,769",56.63,11.15,88.85,-0.439112800648584,OS_TO_PMNT_RATIO_avg
17,"[364.94, 390.13)","22,944",0.1,11.44,88.56,-0.4673195482872838,OS_TO_PMNT_RATIO_avg
18,"[390.13, 468.23)","51,261",0.23,12.09,87.91,-0.5303904485972517,OS_TO_PMNT_RATIO_avg
19,"[468.23, 519.42)","23,654",0.11,13.18,86.82,-0.6292376269824678,OS_TO_PMNT_RATIO_avg
20,"[519.42, 639.37)","38,907",0.18,13.74,86.26,-0.6767754664128078,OS_TO_PMNT_RATIO_avg
21,"[639.37, 829.81)","36,907",0.17,14.88,85.12,-0.7698044077538622,OS_TO_PMNT_RATIO_avg
22,"[829.81, 1082.90)","27,778",0.13,15.89,84.11,-0.847540854050743,OS_TO_PMNT_RATIO_avg
23,"[1082.90, 1614.98)","30,130",0.14,16.73,83.27,-0.9096384845134527,OS_TO_PMNT_RATIO_avg
24,"[1614.98, 3182.34)","28,155",0.13,20.37,79.63,-1.150640647694566,OS_TO_PMNT_RATIO_avg
25,"[3182.34, inf)","22,203",0.1,34.22,65.78,-1.8607464188414515,OS_TO_PMNT_RATIO_avg
26,Missing,"187,538",0.84,0.47,99.53,2.8497598126556367,OS_TO_PMNT_RATIO_avg
Totals, ,"22,202,406",100.0,7.49,92.51, ,OS_TO_PMNT_RATIO_avg
1,"(-inf, -0.24)","519,366",2.34,0.37,99.63,3.094979848696095,OS_TO_PMNT_RATIO_norm
2,"[-0.24, 579.44)","239,603",1.08,0.59,99.41,2.6124166087838416,OS_TO_PMNT_RATIO_norm
3,"[579.44, 1355.18)","72,070",0.32,0.74,99.26,2.3909097063511187,OS_TO_PMNT_RATIO_norm
4,"[1355.18, 4748.37)","599,788",2.7,1.21,98.79,1.884313196724716,OS_TO_PMNT_RATIO_norm
5,"[4748.37, 4941.36)","90,462",0.41,1.42,98.58,1.72248627931019,OS_TO_PMNT_RATIO_norm
6,"[4941.36, 4999.98)","55,718",0.25,2.1,97.9,1.3269793308184252,OS_TO_PMNT_RATIO_norm
7,"[4999.98, 6384.99)","694,993",3.13,2.28,97.72,1.2446643422502943,OS_TO_PMNT_RATIO_norm
8,"[6384.99, 6623.03)","134,622",0.61,2.41,97.59,1.1860990361606838,OS_TO_PMNT_RATIO_norm
9,"[6623.03, 9995.27)","6,777,131",30.52,2.74,97.26,1.054188433152203,OS_TO_PMNT_RATIO_norm
10,"[9995.27, 9997.20)","32,472",0.15,3.43,96.57,0.8232869765174442,OS_TO_PMNT_RATIO_norm
11,"[9997.20, 9999.85)","40,713",0.18,4.07,95.93,0.6463917617045793,OS_TO_PMNT_RATIO_norm
12,"[9999.85, 36494.11)","12,477,302",56.2,11.18,88.82,-0.4414563013886301,OS_TO_PMNT_RATIO_norm
13,"[36494.11, 39013.45)","22,874",0.1,11.45,88.55,-0.4686161887866431,OS_TO_PMNT_RATIO_norm
14,"[39013.45, 46769.96)","50,817",0.23,12.11,87.89,-0.5321821584545412,OS_TO_PMNT_RATIO_norm
15,"[46769.96, 51933.50)","23,786",0.11,13.18,86.82,-0.6290907296159514,OS_TO_PMNT_RATIO_norm
16,"[51933.50, 63937.47)","38,741",0.17,13.74,86.26,-0.677385447917425,OS_TO_PMNT_RATIO_norm
17,"[63937.47, 82980.77)","36,759",0.17,14.89,85.11,-0.7710961610838827,OS_TO_PMNT_RATIO_norm
18,"[82980.77, 108290.08)","27,590",0.12,15.92,84.08,-0.8502147049432316,OS_TO_PMNT_RATIO_norm
19,"[108290.08, 161497.94)","29,969",0.13,16.77,83.23,-0.912495555127605,OS_TO_PMNT_RATIO_norm
20,"[161497.94, 317317.92)","27,889",0.13,20.47,79.53,-1.1570781949756237,OS_TO_PMNT_RATIO_norm
21,"[317317.92, inf)","22,203",0.1,34.21,65.79,-1.860346226997088,OS_TO_PMNT_RATIO_norm
22,Missing,"187,538",0.84,0.47,99.53,2.8497598126556367,OS_TO_PMNT_RATIO_norm
Totals, ,"22,202,406",100.0,7.49,92.51, ,OS_TO_PMNT_RATIO_norm
1,"(-inf, 28.76)","15,435,079",69.52,9.36,90.64,-0.2437876545169768,PARTIAL_PAYMENTS_PERCENTAGE
2,"[28.76, 44.72)","594,638",2.68,8.78,91.22,-0.1737169196786663,PARTIAL_PAYMENTS_PERCENTAGE
3,"[44.72, 62.83)","1,545,466",6.96,6.04,93.96,0.2301959120974293,PARTIAL_PAYMENTS_PERCENTAGE
4,"[62.83, 72.08)","188,825",0.85,5.75,94.25,0.281884554430269,PARTIAL_PAYMENTS_PERCENTAGE
5,"[72.08, 84.52)","36,676",0.17,5.53,94.47,0.3239646182676665,PARTIAL_PAYMENTS_PERCENTAGE
6,"[84.52, inf)","4,401,722",19.83,1.34,98.66,1.7841331710492812,PARTIAL_PAYMENTS_PERCENTAGE
7,Missing,0,0.0,0.0,0.0,0.0,PARTIAL_PAYMENTS_PERCENTAGE
Totals, ,"22,202,406",100.0,7.49,92.51, ,PARTIAL_PAYMENTS_PERCENTAGE
1,"(-inf, 364.50)","1,665,046",7.5,16.41,83.59,-0.8858812008849353,PARTY_TENURE
2,"[364.50, 455.50)","372,404",1.68,15.08,84.92,-0.786230483312228,PARTY_TENURE
3,"[455.50, 566.50)","417,181",1.88,13.89,86.11,-0.6900205821726955,PARTY_TENURE
4,"[566.50, 724.50)","480,684",2.17,12.81,87.19,-0.5959962669873897,PARTY_TENURE
5,"[724.50, 819.50)","247,435",1.11,11.81,88.19,-0.5040634773926551,PARTY_TENURE
6,"[819.50, 1093.50)","667,304",3.01,10.86,89.14,-0.4086356392620409,PARTY_TENURE
7,"[1093.50, 1239.50)","368,742",1.66,10.43,89.57,-0.3643035423190626,PARTY_TENURE
8,"[1239.50, 1422.50)","506,374",2.28,9.69,90.31,-0.2822827227982909,PARTY_TENURE
9,"[1422.50, 1600.50)","471,884",2.13,8.84,91.16,-0.1806975284409815,PARTY_TENURE
10,"[1600.50, 1831.50)","637,881",2.87,8.21,91.79,-0.1005110172932068,PARTY_TENURE
11,"[1831.50, 2026.50)","567,022",2.55,7.89,92.11,-0.0574435718280326,PARTY_TENURE
12,"[2026.50, 2310.50)","890,237",4.01,7.5,92.5,-0.0018261653895454,PARTY_TENURE
13,"[2310.50, 2719.50)","1,519,813",6.85,7.03,92.97,0.0675110832568766,PARTY_TENURE
14,"[2719.50, 3012.50)","1,334,152",6.01,6.89,93.11,0.0890888786013208,PARTY_TENURE
15,"[3012.50, 3104.50)","450,524",2.03,6.69,93.31,0.1214457137212274,PARTY_TENURE
16,"[3104.50, 3227.50)","621,782",2.8,6.43,93.57,0.1638196366978248,PARTY_TENURE
17,"[3227.50, 3410.50)","975,750",4.39,6.02,93.98,0.2332650538450389,PARTY_TENURE
18,"[3410.50, 3550.50)","735,048",3.31,5.72,94.28,0.2885479704305531,PARTY_TENURE
19,"[3550.50, 3627.50)","372,546",1.68,5.46,94.54,0.3381818641479439,PARTY_TENURE
20,"[3627.50, 5963.50)","5,655,620",25.47,5.18,94.82,0.3935517639396328,PARTY_TENURE
21,"[5963.50, 6212.50)","526,927",2.37,4.8,95.2,0.4740733979103995,PARTY_TENURE
22,"[6212.50, 6522.50)","536,602",2.42,4.62,95.38,0.5125729829129173,PARTY_TENURE
23,"[6522.50, 6990.50)","568,895",2.56,4.32,95.68,0.5829020920469064,PARTY_TENURE
24,"[6990.50, 8160.50)","910,443",4.1,3.94,96.06,0.6795221136830434,PARTY_TENURE
25,"[8160.50, inf)","702,006",3.16,3.58,96.42,0.7791179059200863,PARTY_TENURE
